date,headline,website,headline_processed
2022-12-31,"Bitcoin at $200,000 projections flop as coin ends year down 60%",TOI,"bitcoin at $200,000 projections flop as coin ends year down 60%"
2022-12-31,"This iOS tool lets iPhone users change their system font without jailbreaking, but there’s a catch",Financial Express,"this ios tool lets iphone users change their system font without jailbreaking, but there’s a catch"
2022-12-31,When Qualcomm beat Google to acquire chip startup led by an ex-Apple employee,TOI,when qualcomm beat google to acquire chip startup led by an ex-apple employee
2022-12-31,Mercedes-Benz AMG E 53 Cabriolet launch on January 6: All you need to know,TOI,mercedes-benz amg e 53 cabriolet launch on january 6: all you need to know
2022-12-31,Apple may introduce 11.1-inch and 13-inch OLED iPad Pro models in 2024,TOI,apple may introduce 11.1-inch and 13-inch oled ipad pro models in 2024
2022-12-31,Four held for selling fake Apple products,TOI,four held for selling fake apple products
2022-12-31,When Pebble forgot that it doesn’t make the Apple Watch Ultra,TOI,when pebble forgot that it doesn’t make the apple watch ultra
2022-12-31,Why should humans have all the season's goodies? Cakes for pets this season,TOI,why should humans have all the season's goodies? cakes for pets this season
2022-12-31,US stocks: Wall Street ends 2022 with biggest annual drop since 2008,TOI,us stocks: wall street ends 2022 with biggest annual drop since 2008
2022-12-31,"Between new rivals and a distracted boss, Tesla suffers on Wall Street",TOI,"between new rivals and a distracted boss, tesla suffers on wall street"
2022-12-31,"Driver & aide held, 2 on run in bizman SUV stealing case in Telangana",TOI,"driver & aide held, 2 on run in bizman suv stealing case in telangana"
2023-01-01,"New Year offer on Apple iPhone 14 Plus: How to get Rs 9,000 flat discount",TOI,"new year offer on apple iphone 14 plus: how to get rs 9,000 flat discount"
2023-01-01,WhatsApp has stopped working on these old iPhones and Android devices starting January 1,TOI,whatsapp has stopped working on these old iphones and android devices starting january 1
2023-01-01,SUVs with highest mileage in India: Maruti Suzuki Grand Vitara to Tata Nexon,TOI,suvs with highest mileage in india: maruti suzuki grand vitara to tata nexon
2023-01-01,Put a New Year detox on your mind right now,TOI,put a new year detox on your mind right now
2023-01-01,Prime Minister's vision for 2023 is mobile phone exports of Rs 1 lakh crore: Minister Rajeev Chandrasekhar,TOI,prime minister's vision for 2023 is mobile phone exports of rs 1 lakh crore: minister rajeev chandrasekhar
2023-01-01,Top 5 upcoming CNG SUVs in 2023: From Brezza CNG to Sonet CNG,TOI,top 5 upcoming cng suvs in 2023: from brezza cng to sonet cng
2023-01-02,Google revamps Nearby Share with Material You design,TOI,google revamps nearby share with material you design
2023-01-02,Elon Musk loses $200 billion in over a year: Here’s his new net worth,TOI,elon musk loses $200 billion in over a year: here’s his new net worth
2023-01-02,Moto Watch 100 to reportedly offer this ‘iPhone feature’ in 2023,TOI,moto watch 100 to reportedly offer this ‘iphone feature’ in 2023
2023-01-02,"After iPhones, India eyes MacBook production, may boost incentive scheme",TOI,"after iphones, india eyes macbook production, may boost incentive scheme"
2023-01-02,"Meta may be facing ""China problem"" in realising its metaverse dream: Here's how",TOI,"meta may be facing ""china problem"" in realising its metaverse dream: here's how"
2023-01-02,"Coin Master: January 2, 2023 Free Spins and Coins link",TOI,"coin master: january 2, 2023 free spins and coins link"
2023-01-02,"Here's what IT minister Rajeev Chandrasekhar has to say on ""made in India"" smartphones",TOI,"here's what it minister rajeev chandrasekhar has to say on ""made in india"" smartphones"
2023-01-02,Asian markets mixed after S&P 500 ends worst year since 2008,TOI,asian markets mixed after s&p 500 ends worst year since 2008
2023-01-02,Top Sheet Masks for Oily Skin Under Rs 500,TOI,top sheet masks for oily skin under rs 500
2023-01-02,Apple shuts down this popular weather app,TOI,apple shuts down this popular weather app
2023-01-02,Nothing co-founder and CEO Carl Pei has 10 predictions for the year 2023,TOI,nothing co-founder and ceo carl pei has 10 predictions for the year 2023
2023-01-02,"Budget, recession, elections: 10 factors that may influence stock markets in 2023",TOI,"budget, recession, elections: 10 factors that may influence stock markets in 2023"
2023-01-02,Ex-IPS and BSP Telangana president alleges state-sponsored hacking attempt,TOI,ex-ips and bsp telangana president alleges state-sponsored hacking attempt
2023-01-02,Apple permanently shuts down popular weather application 'Dark Sky',Business Standard,apple permanently shuts down popular weather application 'dark sky'
2023-01-02,Apple to increase battery replacement cost for out-of-warranty iPhones,Business Standard,apple to increase battery replacement cost for out-of-warranty iphones
2023-01-02,Apple data centre town heating plan may happen after a wait of 6 years,Business Standard,apple data centre town heating plan may happen after a wait of 6 years
2023-01-02,"Apple pauses iOS 16.2's Home App upgrade, puts to internal list of issues",Business Standard,"apple pauses ios 16.2's home app upgrade, puts to internal list of issues"
2023-01-02,Apple fails to deliver planned 'dedicated' classical music app in 2022,Business Standard,apple fails to deliver planned 'dedicated' classical music app in 2022
2023-01-02,"BGMI fans, this is what KRAFTON CEO Sean Hyunil Sohn has to say on gaming in India",TOI,"bgmi fans, this is what krafton ceo sean hyunil sohn has to say on gaming in india"
2023-01-02,"Apple considering to cut prices of base, Plus models of iPhone 15",Business Standard,"apple considering to cut prices of base, plus models of iphone 15"
2023-01-02,WhatsApp may allow users to pin messages within chat,TOI,whatsapp may allow users to pin messages within chat
2023-01-02,Apple’s A17 chip to focus on battery life improvements over power; likely launch with iPhone 15,Financial Express,apple’s a17 chip to focus on battery life improvements over power; likely launch with iphone 15
2023-01-03,5 cool ways to pair your denims in winter,TOI,5 cool ways to pair your denims in winter
2023-01-03,Foxconn's Covid-hit China plant close to resuming full production: Report,TOI,foxconn's covid-hit china plant close to resuming full production: report
2023-01-03,"iPhone 15, iPhone 15 Plus may get some big upgrades",TOI,"iphone 15, iphone 15 plus may get some big upgrades"
2023-01-03,Apple cider vinegar shampoo under 1000 to treat dandruff,TOI,apple cider vinegar shampoo under 1000 to treat dandruff
2023-01-03,"Agencies trying to hack iPhone, got Apple notice: Telangana BSP chief RS Praveen Kumar",TOI,"agencies trying to hack iphone, got apple notice: telangana bsp chief rs praveen kumar"
2023-01-03,Apple increases the cost of battery replacement for older iPhone models,TOI,apple increases the cost of battery replacement for older iphone models
2023-01-03,"Intel Unison app: Here’s how you can get notifications, messages and calls from your iPhone to Windows PC",TOI,"intel unison app: here’s how you can get notifications, messages and calls from your iphone to windows pc"
2023-01-03,"Coin Master: January 3, 2023 Free Spins and Coins link",TOI,"coin master: january 3, 2023 free spins and coins link"
2023-01-03,Made-in-India MacBooks: Government may increase production incentive to woo OEMs,TOI,made-in-india macbooks: government may increase production incentive to woo oems
2023-01-03,Apple Watch Ultra with micro-LED display may launch in 2024,TOI,apple watch ultra with micro-led display may launch in 2024
2023-01-03,Why Qualcomm may go to TSMC for its most-powerful processor of 2024,TOI,why qualcomm may go to tsmc for its most-powerful processor of 2024
2023-01-03,Apple adds this iPad model in obsolete product category,TOI,apple adds this ipad model in obsolete product category
2023-01-03,10 Upcoming CNG cars in 2023: From Creta CNG to Carens CNG,TOI,10 upcoming cng cars in 2023: from creta cng to carens cng
2023-01-03,Apple is reportedly working on low-cost AirPods Lite wireless earbuds; here are the details,Financial Express,apple is reportedly working on low-cost airpods lite wireless earbuds; here are the details
2023-01-03,Apple may develop 'AirPods Lite' to compete with cheaper wireless earbuds,Business Standard,apple may develop 'airpods lite' to compete with cheaper wireless earbuds
2023-01-03,"Apple marks 3rd-gen iPad Mini as obsolete product, not eligible for repair",Business Standard,"apple marks 3rd-gen ipad mini as obsolete product, not eligible for repair"
2023-01-03,Apple's tracking application 'Find My' helps locate stolen car in US,Business Standard,apple's tracking application 'find my' helps locate stolen car in us
2023-01-03,"This Intel app lets you connect your Android, iPhone with Windows 11PC to take calls, file transfer, notifications and more",TOI,"this intel app lets you connect your android, iphone with windows 11pc to take calls, file transfer, notifications and more"
2023-01-03,Fortnite maker Epic Games CEO may have ‘good news’ for iPhone users,TOI,fortnite maker epic games ceo may have ‘good news’ for iphone users
2023-01-03,"Apple working on AirPods Lite, claims analyst",TOI,"apple working on airpods lite, claims analyst"
2023-01-03,"Playfit Dial3 smartwatch with 1.8-inch display launched in India: Price, features and more",TOI,"playfit dial3 smartwatch with 1.8-inch display launched in india: price, features and more"
2023-01-04,Apple's 'Find My' app helps locate stolen car in US,TOI,apple's 'find my' app helps locate stolen car in us
2023-01-04,Apple might bring 48MP camera sensors to vanilla iPhone 15 models: Report,Business Standard,apple might bring 48mp camera sensors to vanilla iphone 15 models: report
2023-01-04,"Apple Arcade to get 3DS Pocket Card Jockey's remake, says Pokemon developer",Business Standard,"apple arcade to get 3ds pocket card jockey's remake, says pokemon developer"
2023-01-04,"2023 Kia Carnival MPV teased for the first time: Expected price, features, specifications",TOI,"2023 kia carnival mpv teased for the first time: expected price, features, specifications"
2023-01-04,Apple loses $1 trillion in market cap in one year,TOI,apple loses $1 trillion in market cap in one year
2023-01-04,"iPhone 15 Pro series tipped come with new features: Solid-state buttons, increased RAM and more",TOI,"iphone 15 pro series tipped come with new features: solid-state buttons, increased ram and more"
2023-01-04,"One security-check counter, 3 entry gates for DigiYatra users in Bengaluru",TOI,"one security-check counter, 3 entry gates for digiyatra users in bengaluru"
2023-01-04,Slide in Apple's shares pushes iPhone maker's market value below $2 trn,Business Standard,slide in apple's shares pushes iphone maker's market value below $2 trn
2023-01-04,Winter specials on tap help beer ward off seasonal blues in Bengaluru,TOI,winter specials on tap help beer ward off seasonal blues in bengaluru
2023-01-04,"How Apple suppliers created 50,000 direct jobs in India",TOI,"how apple suppliers created 50,000 direct jobs in india"
